sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Football,Goalkeeper,female,22,54.7,169,6,86,5,0,0,2,maintain,non-veg,1,1,0,1,2542,108.7,417.1,48.8,1,0,0
Kabaddi,Defender,male,20,74.4,175,2,73,4,1,0,3,maintain,non-veg,2,0,0,1,3353,158.7,536.9,63.4,0,0,0
Kabaddi,All-rounder,male,20,72.9,178,2,84,3,0,0,5,maintain,non-veg,2,0,0,1,3261,144.7,550.5,53.4,0,0,0
Wrestling,Greco-Roman wrestler,male,23,63.5,163,5,72,3,0,0,5,maintain,veg,4,0,0,0,2834,151.0,433.9,54.9,0,0,1
Kabaddi,Raider,female,18,60.8,156,7,86,3,0,0,5,cut,veg,2,1,2,0,2492,119.3,408.2,42.5,1,1,0
Athletics,Hurdler,male,24,74.4,166,6,30,7,0,0,4,maintain,non-veg,3,0,0,1,3870,137.2,692.7,61.1,0,0,0
Cricket,Wicket-keeper,male,21,82.9,180,5,85,6,0,0,8,bulk,non-veg,0,0,1,1,3388,154.3,529.3,72.6,0,0,1
Badminton,Singles player,female,19,53.9,155,8,74,3,0,1,3,bulk,non-veg,5,1,1,1,2390,102.4,368.5,56.3,1,1,1
Kabaddi,Raider,male,17,76.6,175,7,102,4,0,0,6,maintain,non-veg,2,0,0,1,3164,163.1,476.6,67.2,0,1,0
Wrestling,Greco-Roman wrestler,male,21,59.8,171,2,41,4,1,0,3,bulk,non-veg,4,0,1,1,3555,160.9,583.9,64.0,0,0,1
Football,Striker,female,14,60.1,161,4,109,6,1,0,4,bulk,veg,1,1,1,0,2728,115.5,430.4,60.5,1,1,0
Athletics,Sprinter,male,17,76.7,167,5,111,4,0,0,6,bulk,veg,3,0,1,0,4265,152.2,760.6,68.2,0,1,0
Kabaddi,Defender,female,14,70.0,155,6,90,6,0,0,3,maintain,veg,2,1,0,0,2933,152.4,462.3,52.7,1,1,0
Wrestling,Greco-Roman wrestler,male,20,76.4,175,6,131,3,0,0,5,cut,non-veg,4,0,2,1,3082,167.9,474.5,56.9,0,0,1
Kabaddi,Defender,female,21,48.5,156,6,118,3,1,0,6,maintain,non-veg,2,1,0,1,2240,102.5,313.2,64.1,1,0,0
Cricket,Wicket-keeper,female,16,45.0,155,5,116,5,0,0,5,maintain,non-veg,0,1,0,1,1928,76.0,311.8,41.9,1,1,0
Badminton,Doubles player,female,21,52.2,152,5,132,6,1,0,6,cut,veg,5,1,2,0,2832,101.4,514.0,41.1,1,0,1
Athletics,Sprinter,male,16,57.4,179,6,81,4,0,0,5,maintain,veg,3,0,0,0,2745,109.1,443.8,59.3,0,1,0
Badminton,Doubles player,male,14,65.9,162,3,127,4,0,0,4,cut,non-veg,5,0,2,1,2476,122.1,398.0,44.0,0,1,1
Cricket,Spin bowler,male,28,77.7,183,4,77,6,0,0,6,bulk,non-veg,0,0,1,1,3139,131.9,499.3,68.2,0,0,0
Kabaddi,All-rounder,male,20,66.5,165,3,37,5,0,1,1,maintain,non-veg,2,0,0,1,2299,113.7,349.8,49.4,0,0,0
Badminton,Doubles player,male,15,65.8,153,7,30,4,0,0,5,maintain,veg,5,0,0,0,2868,112.4,473.4,58.3,0,1,1
Cricket,Batsman,female,24,50.8,161,9,82,5,0,1,6,maintain,veg,0,1,0,0,2120,89.4,256.2,81.9,1,0,0
Wrestling,Freestyle wrestler,male,17,77.9,162,7,110,2,0,1,3,maintain,non-veg,4,0,0,1,2827,154.4,411.9,62.4,0,1,1
Badminton,Doubles player,male,26,66.9,167,5,106,5,1,0,2,bulk,non-veg,5,0,1,1,3149,116.2,410.3,115.9,0,0,1
Badminton,Singles player,female,17,70.8,164,3,97,5,0,0,7,bulk,non-veg,5,1,1,1,2748,113.6,450.5,54.6,1,1,1
Kabaddi,Raider,male,19,72.7,178,5,80,5,1,0,2,maintain,non-veg,2,0,0,1,3821,189.5,609.5,69.4,0,1,0
Football,Defender,male,19,68.0,160,4,96,6,0,0,3,bulk,non-veg,1,0,1,1,2764,129.4,417.0,64.3,0,1,0
Badminton,Doubles player,male,19,55.7,175,6,91,5,0,0,3,maintain,non-veg,5,0,0,1,2676,97.4,443.0,57.2,0,1,1
Athletics,Sprinter,male,20,73.5,167,6,107,4,0,0,2,bulk,non-veg,3,0,1,1,3747,145.9,637.0,68.4,0,0,0
Cricket,Fast bowler,female,20,46.0,160,9,108,4,0,0,3,maintain,veg,0,1,0,0,2159,96.3,297.1,65.0,1,0,0
Wrestling,Freestyle wrestler,male,15,66.5,165,5,75,4,0,0,5,bulk,veg,4,0,1,0,3378,168.6,530.9,64.5,0,1,1
Football,Midfielder,male,14,52.0,173,6,93,5,0,0,5,maintain,non-veg,1,0,0,1,2535,92.5,414.4,56.4,0,1,0
Cricket,Batsman,female,14,50.9,156,2,90,5,0,0,4,maintain,veg,0,1,0,0,1905,91.2,298.9,38.3,1,1,0
Kabaddi,Raider,male,22,94.3,166,7,113,4,0,0,7,cut,veg,2,0,2,0,4068,191.8,683.1,63.1,0,0,0
Kabaddi,Raider,male,18,72.1,162,4,59,4,1,0,5,maintain,veg,2,0,0,0,4080,138.7,737.8,63.8,0,1,0
Football,Goalkeeper,male,14,70.0,175,6,127,3,0,0,1,bulk,non-veg,1,0,1,1,3153,132.8,427.9,101.1,0,1,0
Kabaddi,All-rounder,male,21,71.5,168,4,91,3,0,1,2,maintain,veg,2,0,0,0,3482,147.6,599.0,55.1,0,0,0
Wrestling,Freestyle wrestler,female,22,46.5,165,6,38,4,0,0,4,cut,non-veg,4,1,2,1,2166,97.5,360.6,37.1,1,1,1
Kabaddi,Defender,male,21,62.0,181,9,119,5,0,0,3,maintain,non-veg,2,0,0,1,3002,139.3,462.5,66.1,0,0,0
Athletics,Thrower,male,22,53.0,179,4,78,5,0,0,6,maintain,non-veg,3,0,0,1,2822,119.9,465.8,53.2,0,0,0
Cricket,Fast bowler,male,19,64.8,184,6,104,5,0,0,5,maintain,veg,0,0,0,0,2818,106.1,368.8,102.1,0,1,0
Wrestling,Greco-Roman wrestler,male,21,75.8,175,9,89,5,0,0,6,bulk,veg,4,0,1,0,3453,159.7,421.7,125.3,0,0,1
Wrestling,Greco-Roman wrestler,male,23,52.8,169,7,107,5,1,0,5,bulk,non-veg,4,0,1,1,3103,128.0,461.1,83.0,0,0,1
Badminton,Singles player,male,19,70.7,173,8,60,4,0,0,2,cut,non-veg,5,0,2,1,3079,130.7,507.8,58.3,0,1,1
Athletics,Thrower,male,15,61.5,177,8,148,5,0,0,3,maintain,non-veg,3,0,0,1,3128,115.8,521.8,64.2,0,1,0
Badminton,Doubles player,male,24,59.3,167,5,68,6,0,0,4,maintain,non-veg,5,0,0,1,2743,97.8,466.2,54.1,0,0,1
Cricket,Fast bowler,female,19,71.9,169,3,105,6,1,0,4,maintain,veg,0,1,0,0,2809,134.0,439.0,57.4,1,1,0
Badminton,Doubles player,female,21,57.5,161,4,83,3,0,0,1,bulk,non-veg,5,1,1,1,2338,95.4,354.2,60.0,1,0,1
Wrestling,Greco-Roman wrestler,male,16,67.2,161,4,59,5,0,1,5,maintain,non-veg,4,0,0,1,3080,125.0,525.8,53.0,0,1,1
Athletics,Sprinter,female,17,55.3,172,8,51,5,1,0,7,bulk,veg,3,1,1,0,3076,119.6,435.6,95.0,1,1,0
Wrestling,Freestyle wrestler,male,24,74.6,161,5,98,6,0,0,6,maintain,non-veg,4,0,0,1,3141,135.2,519.0,58.2,0,0,1
Kabaddi,All-rounder,male,18,51.8,171,6,78,5,0,0,3,bulk,non-veg,2,0,1,1,2778,107.4,429.2,70.2,0,1,0
Athletics,Hurdler,female,19,45.0,157,9,75,5,0,0,4,cut,non-veg,3,1,2,1,2261,78.5,398.5,39.2,1,1,0
Badminton,Singles player,male,21,73.7,167,4,141,4,0,0,5,bulk,non-veg,5,0,1,1,3429,134.8,577.2,64.6,0,0,1
Cricket,Spin bowler,male,21,54.0,173,8,110,5,1,0,8,bulk,non-veg,0,0,1,1,3341,100.1,468.9,118.3,0,0,0
Kabaddi,Raider,male,24,91.6,166,3,99,5,0,0,2,maintain,non-veg,2,0,0,1,3927,201.0,647.5,59.2,0,0,0
Cricket,Spin bowler,female,22,77.9,155,4,115,4,0,0,4,cut,veg,0,1,2,0,2728,119.0,466.0,43.1,1,0,0
Wrestling,Freestyle wrestler,male,18,82.4,163,7,81,4,1,0,6,maintain,veg,4,0,0,0,4591,227.0,755.1,73.6,0,1,1
Kabaddi,All-rounder,male,15,61.1,174,3,56,5,0,0,1,cut,non-veg,2,0,2,1,2834,114.7,493.2,44.7,0,1,0
Cricket,Spin bowler,male,17,78.1,163,3,111,5,0,1,7,bulk,non-veg,0,0,1,1,2694,136.8,357.8,79.5,0,1,0
Kabaddi,Defender,male,14,72.2,177,6,94,4,0,0,8,maintain,non-veg,2,0,0,1,3072,156.8,465.6,64.7,0,1,0
Kabaddi,Raider,female,15,65.4,161,9,81,5,0,1,5,maintain,non-veg,2,1,0,1,2542,139.0,373.3,54.7,1,1,0
Kabaddi,All-rounder,male,14,66.5,167,4,69,5,0,0,5,maintain,non-veg,2,0,0,1,2974,127.3,488.9,56.6,0,1,0
Cricket,Spin bowler,male,24,78.6,172,3,120,4,0,0,5,bulk,veg,0,0,1,0,2840,122.5,446.0,62.9,0,0,0
Kabaddi,Raider,female,16,62.3,155,5,51,4,0,0,5,bulk,veg,2,1,1,0,2908,106.7,497.3,54.7,1,1,0
Cricket,Fast bowler,male,19,60.4,186,7,57,6,1,0,5,maintain,veg,0,0,0,0,3190,138.6,500.4,70.4,0,1,0
Wrestling,Freestyle wrestler,male,27,67.5,180,8,71,3,0,0,4,cut,non-veg,4,0,2,1,2638,146.7,384.0,57.2,0,0,1
Cricket,Wicket-keeper,female,24,53.4,160,6,115,2,0,1,3,maintain,veg,0,1,0,0,2123,90.1,342.4,43.7,1,0,0
Cricket,Batsman,male,20,49.2,176,4,54,4,0,0,4,bulk,non-veg,0,0,1,1,2620,91.6,310.6,112.4,0,0,0
Athletics,Jumper,male,22,56.6,170,5,107,5,0,1,5,maintain,veg,3,0,0,0,2907,117.1,492.9,51.9,0,0,0
Wrestling,Greco-Roman wrestler,female,25,58.8,170,6,64,6,1,0,6,cut,veg,4,1,2,0,3179,126.5,559.0,48.6,1,1,1
Cricket,Spin bowler,male,21,70.2,175,8,113,5,0,0,4,maintain,veg,0,0,0,0,2968,130.4,389.0,98.9,0,0,0
Kabaddi,All-rounder,male,15,61.7,164,4,69,6,0,0,4,maintain,veg,2,0,0,0,2826,107.3,477.6,54.1,0,1,0
Wrestling,Freestyle wrestler,male,24,63.8,179,7,117,3,0,0,2,maintain,non-veg,4,0,0,1,2791,128.6,381.4,83.4,0,0,1
Kabaddi,All-rounder,female,24,47.9,165,2,108,6,0,0,6,bulk,veg,2,1,1,0,1990,85.9,298.0,50.5,1,0,0
Cricket,Spin bowler,male,16,82.3,168,5,80,5,0,1,2,maintain,veg,0,0,0,0,3391,160.4,548.5,61.7,0,1,0
Badminton,Singles player,male,24,74.7,169,5,109,4,1,0,5,bulk,non-veg,5,0,1,1,3371,156.1,520.6,73.8,0,0,1
Wrestling,Greco-Roman wrestler,male,23,74.1,164,5,88,4,0,0,7,cut,non-veg,4,0,2,1,2689,147.1,410.2,51.1,1,0,1
Wrestling,Greco-Roman wrestler,female,14,64.2,170,6,122,7,0,0,7,bulk,veg,4,1,1,0,3176,145.4,512.1,60.7,1,1,1
Cricket,Wicket-keeper,male,18,83.6,166,9,104,3,0,0,5,maintain,veg,0,0,0,0,3518,134.2,584.5,71.5,0,1,0
Cricket,Batsman,male,14,74.3,178,4,93,7,0,0,3,maintain,non-veg,0,0,0,1,2775,146.4,396.4,67.1,0,1,0
Cricket,Batsman,female,27,58.0,168,8,67,4,0,0,6,maintain,non-veg,0,1,0,1,2338,100.2,367.5,51.9,1,0,0
Cricket,All-rounder,male,16,64.6,174,9,115,5,0,0,5,maintain,non-veg,0,0,0,1,2985,112.7,374.9,115.0,0,1,0
Badminton,Singles player,male,20,56.5,174,5,142,6,0,1,4,cut,non-veg,5,0,2,1,2243,86.7,372.0,45.4,0,0,1
Kabaddi,All-rounder,male,18,56.7,176,7,65,6,0,1,3,maintain,veg,2,0,0,0,2616,121.8,402.8,57.5,0,1,0
Cricket,Batsman,female,19,62.5,157,5,83,4,1,0,3,maintain,non-veg,0,1,0,1,2484,119.2,379.6,54.3,1,1,0
Cricket,Spin bowler,male,17,51.0,168,4,121,3,1,0,3,cut,non-veg,0,0,2,1,2242,91.3,327.5,63.0,0,1,0
Wrestling,Freestyle wrestler,male,18,69.8,176,4,77,3,0,0,4,cut,non-veg,4,0,2,1,2960,142.5,482.2,51.2,0,1,1
Kabaddi,All-rounder,male,16,64.4,174,6,170,5,0,0,2,bulk,non-veg,2,0,1,1,3033,112.1,460.4,82.6,0,1,0
Cricket,Batsman,male,23,62.5,171,4,142,4,0,0,5,bulk,veg,0,0,1,0,2754,103.6,379.8,91.2,0,0,0
Badminton,Singles player,male,21,65.2,177,5,47,4,0,0,8,bulk,veg,5,0,1,0,3014,107.2,498.7,65.6,0,0,1
Kabaddi,Defender,female,14,48.8,171,5,82,4,0,0,8,bulk,non-veg,2,1,1,1,2421,99.7,371.5,59.6,1,1,0
Wrestling,Freestyle wrestler,male,26,71.0,161,8,54,5,1,0,2,maintain,non-veg,4,0,0,1,3174,158.0,460.4,77.8,0,0,1
Football,Winger,male,21,63.7,174,5,92,5,1,0,7,bulk,non-veg,1,0,1,1,3212,125.0,409.9,119.1,0,0,0
Cricket,Batsman,male,17,79.8,173,4,104,3,0,0,6,cut,veg,0,0,2,0,2771,129.7,441.0,54.2,0,1,0
Athletics,Long-distance runner,male,22,80.3,167,6,30,4,1,0,6,maintain,veg,3,0,0,0,3702,143.4,622.2,71.1,0,0,0
Cricket,All-rounder,female,19,51.4,155,5,116,6,1,0,4,cut,non-veg,0,1,2,1,2153,98.6,345.4,41.9,1,1,0
Cricket,Batsman,female,17,71.9,158,6,94,2,0,0,6,bulk,non-veg,0,1,1,1,2710,109.7,364.5,90.3,1,1,0
Football,Midfielder,male,35,47.2,184,5,98,4,0,1,4,bulk,non-veg,1,0,1,1,2524,92.6,248.7,128.7,0,0,0
Football,Goalkeeper,male,14,75.5,169,3,76,6,0,1,3,maintain,non-veg,1,0,0,1,3280,156.6,541.8,54.0,0,1,0
Athletics,Hurdler,male,23,66.2,176,6,128,4,0,1,6,bulk,non-veg,3,0,1,1,3352,144.1,547.7,65.0,0,0,0
Wrestling,Freestyle wrestler,male,19,70.1,183,7,116,4,0,0,3,cut,non-veg,4,0,2,1,3312,142.0,554.4,58.5,0,1,1
Football,Defender,male,23,76.8,182,4,83,3,0,0,4,bulk,non-veg,1,0,1,1,3324,173.2,503.6,68.5,0,0,0
Kabaddi,Defender,male,22,66.1,174,3,92,1,0,0,7,maintain,veg,2,0,0,0,3035,147.3,492.1,53.0,0,0,0
Football,Winger,male,23,58.5,184,7,82,6,0,0,2,maintain,non-veg,1,0,0,1,2763,99.0,411.0,80.3,0,0,0
Kabaddi,All-rounder,female,24,55.4,163,4,35,5,0,0,2,bulk,non-veg,2,1,1,1,2302,98.7,348.5,57.0,1,0,0
Cricket,Batsman,male,27,77.1,172,8,64,5,0,0,5,maintain,non-veg,0,0,0,1,3260,141.0,524.0,66.7,0,0,0
Wrestling,Freestyle wrestler,female,14,48.4,160,6,56,7,1,0,5,maintain,non-veg,4,1,0,1,2343,127.3,273.3,82.3,1,1,1
Athletics,Jumper,female,17,62.2,175,2,107,4,0,1,5,maintain,non-veg,3,1,0,1,2880,101.5,522.4,42.7,1,1,0
Kabaddi,Raider,male,14,65.7,162,7,34,6,0,0,1,maintain,veg,2,0,0,0,3165,128.4,526.5,60.6,0,1,0
Kabaddi,Raider,female,18,47.2,156,5,64,6,0,0,4,bulk,non-veg,2,1,1,1,2392,106.9,380.4,49.2,1,1,0
Football,Striker,male,16,45.6,174,5,100,7,1,0,1,cut,non-veg,1,0,2,1,2489,84.3,423.3,51.0,0,1,0
Football,Goalkeeper,male,17,68.6,175,5,95,3,0,0,4,maintain,veg,1,0,0,0,2819,141.5,427.4,60.4,0,1,0
Kabaddi,Raider,female,22,45.0,169,5,102,6,0,0,4,bulk,non-veg,2,1,1,1,2277,89.5,346.0,59.4,1,0,0
Wrestling,Greco-Roman wrestler,male,16,62.4,173,3,78,5,1,0,4,maintain,veg,4,0,0,0,2759,146.5,390.4,67.9,0,1,1
Cricket,Spin bowler,male,20,78.2,172,2,100,4,0,0,7,bulk,non-veg,0,0,1,1,3112,133.1,508.7,60.5,0,0,0
Cricket,Wicket-keeper,male,25,87.9,174,9,74,4,0,0,5,maintain,non-veg,0,0,0,1,3402,169.0,515.3,73.9,0,0,0
Football,Midfielder,male,22,65.9,176,5,160,1,0,0,4,maintain,veg,1,0,0,0,2646,114.4,396.7,66.9,0,0,0
Wrestling,Greco-Roman wrestler,male,19,83.1,167,8,54,6,0,0,4,bulk,non-veg,4,0,1,1,3620,151.3,582.4,76.1,0,1,1
Kabaddi,Raider,female,25,68.9,164,3,68,3,0,0,4,bulk,non-veg,2,1,1,1,3199,137.3,543.8,52.7,1,0,0
Wrestling,Freestyle wrestler,male,18,59.6,170,3,100,4,0,0,3,maintain,non-veg,4,0,0,1,2307,127.3,335.3,50.7,0,1,1
Kabaddi,Defender,female,20,52.8,158,5,84,5,0,0,5,maintain,veg,2,1,0,0,2601,104.5,445.3,44.6,1,0,0
Football,Striker,female,17,45.0,163,3,118,4,0,1,6,bulk,veg,1,1,1,0,2214,81.6,373.3,43.8,1,1,0
Cricket,Batsman,male,17,74.6,176,4,30,4,0,1,6,cut,veg,0,0,2,0,2547,113.8,408.6,50.8,0,1,0
Badminton,Doubles player,female,16,45.0,156,7,30,5,0,0,2,maintain,veg,5,1,0,0,2012,70.3,264.3,74.9,1,1,1
Football,Striker,male,16,54.5,183,4,137,3,1,0,2,cut,veg,1,0,2,0,3266,122.4,571.1,54.7,0,1,0
Football,Striker,female,23,48.0,155,3,74,6,0,0,6,cut,veg,1,1,2,0,1857,86.3,310.5,30.0,1,0,0
Kabaddi,All-rounder,male,16,81.3,163,7,116,7,0,0,9,cut,non-veg,2,0,2,1,3446,154.9,574.7,58.6,0,1,1
Cricket,Spin bowler,male,17,75.1,158,5,103,5,0,0,5,cut,veg,0,0,2,0,2540,141.9,377.9,51.2,0,1,0
Badminton,Doubles player,male,16,61.2,166,7,117,5,0,0,8,bulk,non-veg,5,0,1,1,2977,108.5,424.6,93.8,0,1,1
Athletics,Thrower,female,26,45.0,157,4,111,3,0,0,6,maintain,non-veg,3,1,0,1,1797,79.9,280.8,39.3,1,0,0
Athletics,Thrower,male,21,58.1,166,8,113,4,0,0,2,bulk,veg,3,0,1,0,2957,118.4,389.2,103.0,0,0,0
Cricket,Wicket-keeper,male,27,78.1,163,6,118,5,1,0,10,bulk,non-veg,0,0,1,1,3518,132.8,578.2,74.9,0,0,0
Wrestling,Greco-Roman wrestler,male,22,65.6,164,5,60,6,0,0,5,maintain,non-veg,4,0,0,1,3008,153.6,472.3,56.0,0,0,1
Kabaddi,Defender,male,20,66.8,173,7,55,6,1,0,8,maintain,non-veg,2,0,0,1,3268,162.4,498.1,69.5,0,0,1
Kabaddi,Defender,male,22,87.4,165,5,96,5,1,0,8,cut,veg,2,0,2,0,3720,215.9,570.9,63.6,0,0,0
Athletics,Jumper,male,17,55.0,166,6,80,5,1,0,10,bulk,veg,3,0,1,0,3088,116.7,455.4,88.9,1,1,0
Badminton,Doubles player,male,14,83.0,169,5,71,4,1,0,4,cut,non-veg,5,0,2,1,4336,156.4,782.8,64.4,0,1,1
Cricket,Spin bowler,female,21,52.4,168,4,41,6,0,1,7,bulk,non-veg,0,1,1,1,2227,95.2,229.8,103.0,1,0,1
Football,Striker,male,26,75.0,179,7,89,6,0,0,4,bulk,veg,1,0,1,0,3790,143.1,641.2,72.5,0,0,0
Wrestling,Freestyle wrestler,male,14,65.0,170,10,70,3,1,0,5,bulk,non-veg,4,0,1,1,3580,134.8,528.8,102.9,0,1,1
Kabaddi,Defender,female,14,60.6,168,6,89,4,0,0,6,bulk,non-veg,2,1,1,1,3040,141.1,486.3,58.9,1,1,0
Athletics,Jumper,male,14,83.9,176,8,49,3,0,0,4,maintain,veg,3,0,0,0,4502,152.3,809.2,72.9,0,1,0
Badminton,Singles player,male,15,80.3,165,9,81,6,0,0,3,maintain,non-veg,5,0,0,1,3737,139.2,636.2,70.6,0,1,1
Kabaddi,Defender,male,18,62.1,170,6,30,5,0,0,3,maintain,non-veg,2,0,0,1,2751,121.0,434.8,58.6,0,1,0
Badminton,Doubles player,male,14,54.4,167,9,74,5,0,0,5,maintain,veg,5,0,0,0,2741,84.9,364.1,105.0,0,1,1
Football,Goalkeeper,female,20,72.5,173,2,59,4,1,0,3,cut,non-veg,1,1,2,1,3156,168.6,510.7,48.8,1,0,0
Kabaddi,All-rounder,male,20,61.2,178,6,34,6,0,0,5,maintain,non-veg,2,0,0,1,2776,131.8,427.8,59.7,0,0,0
Kabaddi,Raider,male,16,60.3,168,5,55,4,0,0,5,cut,non-veg,2,0,2,1,2891,127.3,486.7,48.3,0,1,0
Kabaddi,All-rounder,male,19,59.7,179,6,68,6,0,1,6,cut,non-veg,2,0,2,1,2362,102.7,376.1,49.6,0,1,0
Football,Goalkeeper,male,16,94.3,175,6,104,6,0,1,4,bulk,veg,1,0,1,0,3498,215.7,486.8,76.4,0,1,0
Wrestling,Freestyle wrestler,male,17,76.4,170,3,52,6,1,0,6,maintain,veg,4,0,0,0,3275,177.0,494.6,65.4,0,1,1
Badminton,Doubles player,male,20,61.9,171,6,102,2,0,0,7,bulk,non-veg,5,0,1,1,2928,113.3,438.2,80.2,0,0,1
Cricket,Spin bowler,female,21,71.5,164,5,158,6,0,0,2,bulk,non-veg,0,1,1,1,2745,109.4,443.9,59.1,1,0,0
Badminton,Doubles player,male,21,69.4,183,7,55,4,1,0,3,cut,non-veg,5,0,2,1,2928,120.1,444.9,74.2,0,0,1
Wrestling,Freestyle wrestler,female,17,56.6,163,1,30,4,0,1,3,maintain,non-veg,4,1,0,1,2213,105.1,366.0,36.5,1,1,1
Cricket,Fast bowler,male,20,78.1,173,7,92,7,1,0,6,maintain,veg,0,0,0,0,4024,185.8,653.6,74.0,0,0,0
Badminton,Singles player,male,18,65.8,171,5,91,3,0,0,6,cut,non-veg,5,0,2,1,2309,100.7,362.6,50.6,0,1,1
Cricket,Batsman,male,14,79.5,181,5,30,4,0,0,4,cut,veg,0,0,2,0,3217,123.2,549.6,58.4,0,1,0
Badminton,Doubles player,male,26,74.6,165,2,80,4,1,0,6,maintain,non-veg,5,0,0,1,3385,141.0,569.8,60.2,0,0,1
Wrestling,Freestyle wrestler,male,24,59.0,162,7,79,4,0,0,6,bulk,non-veg,4,0,1,1,2829,152.4,351.2,90.5,0,0,1
Kabaddi,All-rounder,male,17,78.8,168,9,126,5,0,0,5,cut,veg,2,0,2,0,3339,139.5,554.7,62.5,0,1,0
Badminton,Doubles player,male,18,45.9,179,6,90,5,0,1,3,bulk,non-veg,5,0,1,1,2663,71.8,358.8,104.5,0,1,1
Badminton,Singles player,male,25,56.3,153,4,124,2,0,0,10,bulk,veg,5,0,1,0,2469,97.3,339.2,80.3,0,0,1
Kabaddi,Defender,male,14,80.0,167,2,103,5,0,0,8,cut,non-veg,2,0,2,1,3411,170.2,577.6,46.6,0,1,0
Athletics,Sprinter,male,18,61.9,184,3,34,5,1,0,1,maintain,non-veg,3,0,0,1,2844,138.9,380.3,85.3,0,1,0
Athletics,Long-distance runner,male,19,74.4,172,5,51,5,0,0,3,maintain,non-veg,3,0,0,1,3976,142.3,713.2,61.5,0,1,0
Kabaddi,All-rounder,female,20,68.7,162,7,81,6,0,0,2,maintain,non-veg,2,1,0,1,2778,126.0,446.3,54.3,1,0,0
Kabaddi,All-rounder,male,21,59.8,164,10,129,7,1,0,2,maintain,non-veg,2,0,0,1,3044,114.7,405.0,107.2,0,0,0
Kabaddi,Defender,male,14,68.9,166,2,130,6,0,0,4,maintain,veg,2,0,0,0,3145,144.4,527.6,50.8,0,1,0
Athletics,Hurdler,male,23,72.8,173,7,79,4,0,1,5,cut,non-veg,3,0,2,1,3259,154.0,538.7,54.2,0,0,0
Kabaddi,All-rounder,female,15,65.6,166,7,65,2,0,0,6,maintain,veg,2,1,0,0,3069,121.5,521.8,55.1,1,1,0
Wrestling,Greco-Roman wrestler,male,20,75.6,179,5,102,5,0,0,3,maintain,veg,4,0,0,0,3208,148.6,511.1,63.3,0,0,1
Athletics,Hurdler,male,17,50.2,181,7,74,3,0,0,5,maintain,non-veg,3,0,0,1,2703,91.5,452.1,58.7,0,1,0
Cricket,Fast bowler,male,20,52.9,163,5,68,4,0,0,4,bulk,non-veg,0,0,1,1,2624,111.8,296.5,110.1,0,0,0
Badminton,Doubles player,male,17,72.2,174,6,55,6,0,0,2,maintain,veg,5,0,0,0,3207,117.3,541.9,63.4,0,1,1
Football,Defender,female,20,56.7,163,8,113,5,1,0,4,bulk,veg,1,1,1,0,3318,130.6,550.6,65.9,1,0,0
Athletics,Sprinter,male,15,76.2,171,6,92,4,0,0,2,maintain,non-veg,3,0,0,1,3720,160.2,624.5,64.6,0,1,0
Cricket,Wicket-keeper,male,18,74.0,166,10,97,6,0,0,4,bulk,veg,0,0,1,0,3516,114.9,494.2,119.9,0,1,0
Wrestling,Freestyle wrestler,male,24,78.6,178,5,72,5,0,0,7,maintain,veg,4,0,0,0,3129,158.5,481.2,63.4,1,0,1
Kabaddi,All-rounder,female,25,56.6,163,4,130,5,0,0,5,bulk,veg,2,1,1,0,2540,106.0,413.3,51.4,1,0,0
Wrestling,Greco-Roman wrestler,male,24,66.4,194,10,84,4,0,0,1,maintain,veg,4,0,0,0,3347,161.2,397.7,123.5,0,0,1
Kabaddi,Defender,male,14,73.0,179,3,30,6,0,0,3,maintain,non-veg,2,0,0,1,3615,154.6,619.7,57.5,0,1,0
Football,Defender,female,23,56.8,157,5,78,3,0,1,3,maintain,non-veg,1,1,0,1,1938,95.7,288.8,44.4,1,0,0
Wrestling,Greco-Roman wrestler,male,22,71.2,173,4,84,2,0,0,5,bulk,non-veg,4,0,1,1,2916,169.1,411.3,66.1,0,0,1
Athletics,Hurdler,male,25,63.5,167,2,93,7,0,0,5,cut,veg,3,0,2,0,3366,120.0,631.7,39.9,0,0,0
Badminton,Singles player,female,19,49.9,166,6,90,3,1,0,7,bulk,non-veg,5,1,1,1,2691,91.2,327.2,113.0,1,1,1
Badminton,Singles player,male,17,78.3,164,4,97,3,0,0,6,maintain,non-veg,5,0,0,1,3227,145.8,527.1,59.5,0,1,1
Wrestling,Freestyle wrestler,female,18,50.8,158,3,58,3,0,1,4,bulk,veg,4,1,1,0,2004,117.2,246.2,61.2,1,1,1
Badminton,Doubles player,male,21,63.3,166,6,83,5,0,1,8,bulk,veg,5,0,1,0,2975,118.6,485.7,62.0,0,0,1
Badminton,Singles player,male,20,61.6,165,4,46,6,1,0,1,maintain,non-veg,5,0,0,1,2711,120.3,385.2,76.6,0,0,1
Athletics,Long-distance runner,male,20,48.3,176,7,60,5,0,1,2,bulk,non-veg,3,0,1,1,2730,78.4,300.7,134.8,0,0,0
Badminton,Singles player,male,14,64.2,171,5,54,4,0,0,5,bulk,non-veg,5,0,1,1,2933,116.2,408.1,92.9,0,1,1
Badminton,Doubles player,male,15,72.9,180,6,83,4,0,0,3,maintain,veg,5,0,0,0,3293,126.7,549.4,65.4,0,1,1
